Weapon,CrimeId
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",48349
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",581873
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",659952
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",166829
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",153770
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",972660
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",85219
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",14081
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",229538
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",40220
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",838571
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",245709
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",205326
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",813067
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",17255
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",684378
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",82964
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",90046
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",631809
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",229505
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",777677
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",168154
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",87612
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",778916
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",12751
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",755447
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",143898
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",42063
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",79314
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",311178
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",800331
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",728942
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",109782
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",834659
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",380752
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",965252
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",667938
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",361395
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",384573
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",928089
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",303666
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",586333
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",975700
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",704611
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",364699
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",407960
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",609517
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",157207
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",113167
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",418965
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",968865
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",837512
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",875861
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",4153
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",956122
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",148482
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",33425
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",851309
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",630529
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",980513
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",685530
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",175133
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",429850
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",252015
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",105062
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",265326
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",576518
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",568435
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",828071
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",201008
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",951663
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",615067
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",118450
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",437736
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",358671
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",973285
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",923987
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",195468
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",733542
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",233955
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",168634
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",114700
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",447492
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",790812
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",263260
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",204398
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",236468
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",101607
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",513640
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",392479
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",222560
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",976748
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",343367
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",59526
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",643816
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",338062
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",130669
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",806922
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",963296
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",348751
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",660511
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",978256
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",979071
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",83103
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",699092
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",963747
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",933354
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",302123
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",764914
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",318280
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",471555
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",130838
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",773077
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",99445
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",23201
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",618793
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",468454
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",702875
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",933705
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",180196
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",353793
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",338229
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",540701
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",963880
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",279217
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",39263
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",643091
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",139859
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",968406
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",730435
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",696819
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",811566
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",619060
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",972524
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",292642
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",229787
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",665820
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",293539
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",110440
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",972133
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",980103
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",538671
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",362977
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",587418
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",727280
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",446941
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",976132
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",652132
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6195
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",307033
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",155788
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",581979
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",824043
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",162255
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",179857
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",533658
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",786453
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",410177
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",593415
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",789304
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",776714
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",304235
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",825486
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",351870
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",615259
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",41320
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",710678
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",736853
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",818853
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",973234
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",826787
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",435771
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",338920
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",545512
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",978230
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",27171
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",974524
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",411979
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",963388
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",518135
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",155138
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",496293
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",68877
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",641586
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",641428
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",712750
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",751934
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",380300
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",945383
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",453646
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",426363
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",180887
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",911670
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",790772
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",659279
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",841900
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",871641
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",92028
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",734493
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",419127
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",368052
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",558217
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",107319
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",72068
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",8859
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",886168
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",842685
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",905691
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",355649
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",529860
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",596495
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",131959
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",142439
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",355364
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",188358
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",867632
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",44839
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",375325
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",374412
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",159004
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",978830
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",703178
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",849496
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",443444
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",306777
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",959742
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",314624
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",551794
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",518057
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",978417
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",35419
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",407208
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",683359
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",179416
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",347516
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",599863
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",238312
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",740837
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",462290
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",412529
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",967975
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",343278
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",774341
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",970981
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",952516
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",909256
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",939007
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",828424
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",972980
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",838494
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",58414
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",534675
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",586993
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",757882
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",966573
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",48259
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",162053
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",19077
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",856700
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",414177
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",284129
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",13710
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",804709
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",388283
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",166194
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",8764
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",25903
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",446084
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",903188
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",106856
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",381018
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",451295
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",505245
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",384887
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",974861
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",181327
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",530184
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",671362
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",372112
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",239833
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",463259
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",417085
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",386106
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",791063
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",2982
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",978816
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",884843
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",882976
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",498331
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",111348
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",337800
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",150580
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",412393
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",975957
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",970375
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",457920
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",292706
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",716318
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",119945
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",167579
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",652733
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",614527
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",694541
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",467522
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",256374
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",949562
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",699418
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",210580
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",943835
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",329774
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",808344
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",841483
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",690182
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",902419
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",580974
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",374609
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",175551
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",696062
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",56627
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",969974
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",331497
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",852901
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",567038
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",891293
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",840051
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",658026
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",714315
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",436947
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",827504
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",357735
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",287678
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",41426
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",198106
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",526231
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",464607
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",965965
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",144715
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",315393
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",401019
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",604411
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",817535
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",692309
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",747441
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",748711
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",265360
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",808358
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",663600
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",703355
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",337953
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",263024
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",221808
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",550684
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",858130
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",615456
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",826139
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",658065
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",206572
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",974080
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",376580
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",338846
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",754293
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",655846
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",588304
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",653292
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",455493
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",559719
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",795714
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",966022
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",716007
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",970515
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",234573
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",734177
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",167795
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",247304
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",514859
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",313315
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",808193
"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",66375
