CrimeId,VictimId
608942,608942
214654,214654
955199,955199
452389,452389
516314,516314
408056,408056
854445,854445
199936,199936
936126,936126
515685,515685
975271,773127
667480,667480
790228,790228
509262,509262
785445,785445
974063,463978
580941,580941
709391,709391
327822,327822
755325,755325
923204,923204
23375,23375
355239,355239
298984,298984
814255,814255
725176,725176
345333,345333
948438,948438
216270,216270
680162,680162
443078,443078
349848,349848
129976,129976
384089,384089
367274,367274
895991,895991
423816,423816
725453,725453
539644,539644
574934,574934
731977,731977
562553,562553
553476,553476
816408,816408
35842,35842
82792,82792
90088,90088
700550,700550
764215,764215
301832,301832
601698,601698
68966,68966
980075,913794
972403,483753
420078,420078
780235,780235
12399,12399
322997,322997
926931,926931
854264,854264
263018,263018
743735,743735
415802,415802
732367,732367
501429,501429
449712,449712
864732,864732
457509,457509
607039,607039
807564,807564
667446,667446
769677,769677
799427,799427
126630,126630
921318,921318
437122,437122
972348,536551
250765,250765
812627,812627
380069,380069
697365,697365
341310,341310
118177,118177
237843,237843
429611,429611
570149,570149
637066,637066
628109,628109
14653,14653
231431,231431
783512,783512
365491,365491
179567,179567
534518,534518
682454,682454
187796,187796
385809,385809
160191,160191
928875,928875
932724,932724
931054,931054
109779,109779
509478,509478
820707,820707
968732,348061
809351,809351
556412,556412
385381,385381
377401,377401
805091,805091
617822,617822
436249,436249
201209,201209
488333,488333
213064,213064
893721,893721
925261,925261
524362,524362
440517,440517
678839,678839
96014,96014
157562,157562
773299,773299
107106,107106
543085,543085
943070,943070
689404,689404
745118,745118
245602,245602
346959,346959
330977,330977
723815,723815
788245,788245
529980,529980
972332,443431
513094,513094
970301,284126
924420,924420
465159,465159
494478,494478
874614,874614
626109,626109
749925,749925
535718,535718
468570,468570
664720,664720
800598,800598
535412,535412
65774,65774
834067,834067
360599,360599
885320,885320
657688,657688
893422,893422
278620,278620
807709,807709
546753,546753
575086,575086
418842,418842
897941,897941
636681,636681
187463,187463
466381,466381
945634,945634
203883,203883
640330,640330
909417,909417
153523,153523
964959,180270
463819,463819
479009,479009
151099,151099
912497,912497
750049,750049
205292,205292
969490,200240
17539,17539
839915,839915
442280,442280
307830,307830
840267,840267
565680,565680
79557,79557
700713,700713
730661,730661
764908,764908
807179,807179
357413,357413
850491,850491
845084,845084
428115,428115
278128,278128
412767,412767
828310,828310
8301,8301
669027,669027
809284,809284
616385,616385
859098,859098
40887,40887
566427,566427
976660,795635
911983,911983
974055,452954
147056,147056
733227,733227
694791,694791
493449,493449
63159,63159
776533,776533
482309,482309
773858,773858
27688,27688
83506,83506
674599,674599
332751,332751
59222,59222
276178,276178
640408,640408
623174,623174
965594,189497
575122,575122
571242,571242
460967,460967
138045,138045
867605,867605
351583,351583
453040,453040
560127,560127
131748,131748
973949,491275
942854,942854
735801,735801
738265,738265
264665,264665
492649,492649
277788,277788
37503,37503
147280,147280
537793,537793
201993,201993
446125,446125
128536,128536
804777,804777
856889,856889
918085,918085
248899,248899
348577,348577
362808,362808
631106,631106
503758,503758
869188,869188
748932,748932
116146,116146
728744,728744
656430,656430
689121,689121
178644,178644
257361,257361
828687,828687
194231,194231
859064,859064
798009,798009
111230,111230
387764,387764
454541,454541
602508,602508
890557,890557
82301,82301
304265,304265
775853,775853
699762,699762
333062,333062
437623,437623
727018,727018
869510,869510
401687,401687
232158,232158
521958,521958
168461,168461
364029,364029
90591,90591
104154,104154
827208,827208
639296,639296
642339,642339
780082,780082
183839,183839
5709,5709
431808,431808
941029,941029
74488,74488
644655,644655
384559,384559
934023,934023
661751,661751
508304,508304
151083,151083
454472,454472
365195,365195
456518,456518
447971,447971
292738,292738
826779,826779
900015,900015
194152,194152
132477,132477
147953,147953
469013,469013
307189,307189
744351,744351
805273,805273
688615,688615
596637,596637
215268,215268
436914,436914
468558,468558
354663,354663
470018,470018
892144,892144
932606,932606
83372,83372
412704,412704
52039,52039
875468,875468
577935,577935
718705,718705
736934,736934
522031,522031
795310,795310
150803,150803
193236,193236
902963,902963
768839,768839
235860,235860
556444,556444
810970,810970
791350,791350
451626,451626
415880,415880
799439,799439
863318,863318
427007,427007
574453,574453
871283,871283
244310,244310
426033,426033
405431,405431
844749,844749
867711,867711
488602,488602
551667,551667
170678,170678
536280,536280
937251,937251
920962,920962
255554,255554
619624,619624
552870,552870
618273,618273
861594,861594
656473,656473
681344,681344
891332,891332
281812,281812
139329,139329
180873,180873
65509,65509
969945,403316
232075,232075
14131,14131
588425,588425
868140,868140
869025,869025
567958,567958
402372,402372
817973,817973
392216,392216
944914,944914
196525,196525
920094,920094
425299,425299
909910,909910
460331,460331
679003,679003
765192,765192
929773,929773
974512,537853
631926,631926
219860,219860
221447,221447
511219,511219
775337,775337
30001,30001
264894,264894
511822,511822
268062,268062
799796,799796
949456,949456
904821,904821
704575,704575
765142,765142
975143,519899
455935,455935
658223,658223
419293,419293
464947,464947
962430,962430
864588,864588
515287,515287
327126,327126
426988,426988
875363,875363
728339,728339
491395,491395
228924,228924
960721,960721
678975,678975
84257,84257
378668,378668
612077,612077
530845,530845
593000,593000
671466,671466
370299,370299
455461,455461
973649,540487
104311,104311
631803,631803
422044,422044
288458,288458
382603,382603
5152,5152
471727,471727
334575,334575
381125,381125
203395,203395
120259,120259
697694,697694
297059,297059
512451,512451
37446,37446
680731,680731
126975,126975
926711,926711
448994,448994
430309,430309
980679,910376
485191,485191
361668,361668
474165,474165
168725,168725
92400,92400
469987,469987
409196,409196
637161,637161
680121,680121
396907,396907
113987,113987
811781,811781
57290,57290
863348,863348
406841,406841
316174,316174
964597,189395
904572,904572
835565,835565
838079,838079
451130,451130
604556,604556
748541,748541
47805,47805
728422,728422
16142,16142
184945,184945
961363,961363
201689,201689
323131,323131
446356,446356
122891,122891
360890,360890
449244,449244
595471,595471
804513,804513
384202,384202
148908,148908
203206,203206
612464,612464
121142,121142
402715,402715
749940,749940
152711,152711
82939,82939
99701,99701
614460,614460
318213,318213
510932,510932
265824,265824
674578,674578
399315,399315
137387,137387
251740,251740
42348,42348
620882,620882
947733,947733
225523,225523
866877,866877
683474,683474
750382,750382
560230,560230
147842,147842
241430,241430
649480,649480
222248,222248
297111,297111
26637,26637
158738,158738
220815,220815
452858,452858
26529,26529
51896,51896
684584,684584
739661,739661
128043,128043
747088,747088
9236,9236
324060,324060
712805,712805
310664,310664
58941,58941
961645,961645
54772,54772
827623,827623
489003,489003
928110,928110
529905,529905
476424,476424
143249,143249
125488,125488
783380,783380
900511,900511
674351,674351
901505,901505
275360,275360
552002,552002
835556,835556
515738,515738
208051,208051
162910,162910
514202,514202
963222,94437
963802,15667
831821,831821
955001,955001
402640,402640
901220,901220
883172,883172
648093,648093
273269,273269
968981,326629
655886,655886
534260,534260
354109,354109
457473,457473
581654,581654
694864,694864
979957,888089
113677,113677
783200,783200
257905,257905
572749,572749
88881,88881
475755,475755
935251,935251
554435,554435
46269,46269
788134,788134
544716,544716
386133,386133
764651,764651
513161,513161
621296,621296
564445,564445
499547,499547
144273,144273
699265,699265
912186,912186
270515,270515
368646,368646
717240,717240
436784,436784
601509,601509
167127,167127
700820,700820
337197,337197
461997,461997
851472,851472
91382,91382
501835,501835
253365,253365
825240,825240
48760,48760
552650,552650
680034,680034
476217,476217
417407,417407
493978,493978
406358,406358
741720,741720
142264,142264
919091,919091
719581,719581
737756,737756
753504,753504
718529,718529
396059,396059
541782,541782
296343,296343
589748,589748
976004,670146
462029,462029
407491,407491
253169,253169
94444,94444
14931,14931
612087,612087
702448,702448
196617,196617
208685,208685
588562,588562
568591,568591
521370,521370
129662,129662
162240,162240
203117,203117
280852,280852
755191,755191
215968,215968
902227,902227
330283,330283
110616,110616
452095,452095
478986,478986
62529,62529
873424,873424
73684,73684
48110,48110
517181,517181
980558,878099
839989,839989
380229,380229
63944,63944
75379,75379
474397,474397
84093,84093
485554,485554
258583,258583
211709,211709
16544,16544
89030,89030
979710,937201
172888,172888
82476,82476
343424,343424
150738,150738
882352,882352
616465,616465
178334,178334
588807,588807
787895,787895
182227,182227
778999,778999
330357,330357
81487,81487
216005,216005
967742,283291
892202,892202
368934,368934
352338,352338
599358,599358
703005,703005
456859,456859
656572,656572
467986,467986
775015,775015
922976,922976
500273,500273
62670,62670
140220,140220
153579,153579
82486,82486
732018,732018
973076,576880
456974,456974
767404,767404
21427,21427
428478,428478
89209,89209
558917,558917
170250,170250
83211,83211
743727,743727
218937,218937
58126,58126
618660,618660
63477,63477
502365,502365
742280,742280
963518,18280
973065,414421
505476,505476
187299,187299
388262,388262
465409,465409
230884,230884
373396,373396
228231,228231
919264,919264
765636,765636
562663,562663
635543,635543
140620,140620
35667,35667
293306,293306
609219,609219
351640,351640
818776,818776
950231,950231
139038,139038
452259,452259
427183,427183
736005,736005
73376,73376
771670,771670
618346,618346
366411,366411
586103,586103
927641,927641
948627,948627
188843,188843
968238,230639
678745,678745
296232,296232
872796,872796
51209,51209
63718,63718
125771,125771
150009,150009
600150,600150
517617,517617
917713,917713
135688,135688
454023,454023
100974,100974
462593,462593
754704,754704
705221,705221
760609,760609
197333,197333
444824,444824
236329,236329
548667,548667
130635,130635
735562,735562
971914,516888
464634,464634
546562,546562
261638,261638
624455,624455
803439,803439
592934,592934
941530,941530
622210,622210
335204,335204
730273,730273
43158,43158
530987,530987
769989,769989
121641,121641
973349,630338
476672,476672
233254,233254
3521,3521
593236,593236
354032,354032
811945,811945
650423,650423
516905,516905
165659,165659
729046,729046
502460,502460
602585,602585
825756,825756
61467,61467
71551,71551
53236,53236
68225,68225
469968,469968
100183,100183
385062,385062
437614,437614
403085,403085
14287,14287
506639,506639
171158,171158
595137,595137
727115,727115
201390,201390
127229,127229
206581,206581
485138,485138
704221,704221
450339,450339
501057,501057
391796,391796
235905,235905
980072,914988
595704,595704
465234,465234
646131,646131
464073,464073
325257,325257
816537,816537
161518,161518
436662,436662
494453,494453
721188,721188
290244,290244
586549,586549
182695,182695
648028,648028
549980,549980
924109,924109
235251,235251
145845,145845
830517,830517
710830,710830
897781,897781
878733,878733
237791,237791
942008,942008
787729,787729
850574,850574
950351,950351
639828,639828
10745,10745
678743,678743
629549,629549
622017,622017
488758,488758
306185,306185
891590,891590
612528,612528
551054,551054
144038,144038
377215,377215
600444,600444
605684,605684
144310,144310
344571,344571
937070,937070
790771,790771
49897,49897
576256,576256
788520,788520
143847,143847
451777,451777
931581,931581
854889,854889
933951,933951
149194,149194
318248,318248
764707,764707
772155,772155
336099,336099
684947,684947
610915,610915
641531,641531
980498,880629
283768,283768
577334,577334
190868,190868
468859,468859
520439,520439
775177,775177
248798,248798
790221,790221
659336,659336
661736,661736
86221,86221
265597,265597
185524,185524
963971,58206
474878,474878
625622,625622
838252,838252
254046,254046
748859,748859
731542,731542
391194,391194
254178,254178
33495,33495
44827,44827
392220,392220
921067,921067
964737,53319
214914,214914
539740,539740
800103,800103
726410,726410
915538,915538
785595,785595
162230,162230
872698,872698
949154,949154
245854,245854
752147,752147
99801,99801
280332,280332
665621,665621
929616,929616
248022,248022
624868,624868
47161,47161
939755,939755
954349,954349
612368,612368
81299,81299
941103,941103
358500,358500
598072,598072
408458,408458
330096,330096
113452,113452
598130,598130
444117,444117
809150,809150
804932,804932
812942,812942
350716,350716
306175,306175
971547,601980
13149,13149
399138,399138
324229,324229
562772,562772
691286,691286
700869,700869
669123,669123
827464,827464
679482,679482
923860,923860
356800,356800
565894,565894
647105,647105
578232,578232
526466,526466
255632,255632
827404,827404
432849,432849
488716,488716
343243,343243
978848,686477
609033,609033
799380,799380
430750,430750
914900,914900
645636,645636
896923,896923
773090,773090
611131,611131
349760,349760
240906,240906
90278,90278
831768,831768
6350,6350
906534,906534
969204,251377
880365,880365
581378,581378
54984,54984
882111,882111
685194,685194
665692,665692
264167,264167
111108,111108
552223,552223
791840,791840
501015,501015
451272,451272
192704,192704
955283,955283
288750,288750
952867,952867
510109,510109
98195,98195
874618,874618
534741,534741
969635,274759
33404,33404
598564,598564
424417,424417
240447,240447
135801,135801
596298,596298
912886,912886
825082,825082
648359,648359
855202,855202
355680,355680
83241,83241
652908,652908
823533,823533
485341,485341
575024,575024
144664,144664
247684,247684
649977,649977
274795,274795
894143,894143
573531,573531
99630,99630
804962,804962
803333,803333
379644,379644
168361,168361
886772,886772
552047,552047
749181,749181
457670,457670
273928,273928
961076,961076
109854,109854
46755,46755
271303,271303
149072,149072
395721,395721
606627,606627
857151,857151
301532,301532
824221,824221
86686,86686
953048,953048
828435,828435
531664,531664
111945,111945
777043,777043
509930,509930
163607,163607
709776,709776
274168,274168
773038,773038
556772,556772
121688,121688
733714,733714
881858,881858
970321,377259
205490,205490
408931,408931
326337,326337
388074,388074
161535,161535
234801,234801
570189,570189
405614,405614
648154,648154
120877,120877
835332,835332
54556,54556
914030,914030
199557,199557
95596,95596
603849,603849
508500,508500
340387,340387
530192,530192
430881,430881
446232,446232
204041,204041
361841,361841
74356,74356
796832,796832
248056,248056
400022,400022
432618,432618
408535,408535
365467,365467
222693,222693
957707,957707
639275,639275
610444,610444
208981,208981
601703,601703
285737,285737
444988,444988
656581,656581
474892,474892
977028,865207
951581,951581
285739,285739
81421,81421
158142,158142
890760,890760
880188,880188
804766,804766
239874,239874
973724,522279
104242,104242
333773,333773
531941,531941
245512,245512
764624,764624
716114,716114
273297,273297
193690,193690
71589,71589
214347,214347
391005,391005
156546,156546
109872,109872
765078,765078
744987,744987
876078,876078
744995,744995
612808,612808
832454,832454
925802,925802
11697,11697
196152,196152
119501,119501
502483,502483
955112,955112
273223,273223
160999,160999
55341,55341
487616,487616
114536,114536
957472,957472
840964,840964
205281,205281
520688,520688
127277,127277
587871,587871
649632,649632
974020,433796
884488,884488
736710,736710
28761,28761
119745,119745
264668,264668
615911,615911
724655,724655
664596,664596
625368,625368
82060,82060
65152,65152
28675,28675
901234,901234
547262,547262
333915,333915
84519,84519
472298,472298
209482,209482
974513,634668
504657,504657
808749,808749
951517,951517
670400,670400
719840,719840
290609,290609
303705,303705
316485,316485
766418,766418
69617,69617
724661,724661
525200,525200
605199,605199
718492,718492
591170,591170
864514,864514
225944,225944
704838,704838
516193,516193
782050,782050
524676,524676
515764,515764
707821,707821
431334,431334
668564,668564
742898,742898
566584,566584
604114,604114
23183,23183
820360,820360
620947,620947
51253,51253
204225,204225
103664,103664
30106,30106
692449,692449
667324,667324
968684,343852
122928,122928
460273,460273
586682,586682
35799,35799
89140,89140
866533,866533
361831,361831
298279,298279
656131,656131
485203,485203
89649,89649
890692,890692
635689,635689
567204,567204
79203,79203
781331,781331
770915,770915
589997,589997
714919,714919
276332,276332
483947,483947
592927,592927
534790,534790
49639,49639
508360,508360
337297,337297
178979,178979
617249,617249
301940,301940
927733,927733
10089,10089
376870,376870
863248,863248
386319,386319
159062,159062
609491,609491
595385,595385
451246,451246
698163,698163
810828,810828
233605,233605
809603,809603
199203,199203
678982,678982
968080,269220
158120,158120
963342,191878
324587,324587
300718,300718
59635,59635
145348,145348
477923,477923
880834,880834
173936,173936
378995,378995
496363,496363
355539,355539
840896,840896
423869,423869
401379,401379
393127,393127
210201,210201
637822,637822
279995,279995
191238,191238
426438,426438
220939,220939
506749,506749
505187,505187
113388,113388
1382,1382
382193,382193
269813,269813
882827,882827
173396,173396
844283,844283
801780,801780
489375,489375
363991,363991
872590,872590
470602,470602
769692,769692
556730,556730
230658,230658
792646,792646
65257,65257
733660,733660
192397,192397
976939,794880
128073,128073
840783,840783
748361,748361
264757,264757
650183,650183
291958,291958
81438,81438
972006,447931
663397,663397
52222,52222
955114,955114
723854,723854
389467,389467
701325,701325
573401,573401
921829,921829
668121,668121
358231,358231
345764,345764
963733,12609
77379,77379
371326,371326
260995,260995
695453,695453
923360,923360
659794,659794
564699,564699
541940,541940
220401,220401
541201,541201
155125,155125
273684,273684
830460,830460
844048,844048
558593,558593
709887,709887
965683,80135
941892,941892
561346,561346
599735,599735
85448,85448
48867,48867
606142,606142
712814,712814
825364,825364
172254,172254
598257,598257
806907,806907
230917,230917
305305,305305
653129,653129
828639,828639
543209,543209
123139,123139
879122,879122
474027,474027
904818,904818
306887,306887
980087,889215
112149,112149
367234,367234
950380,950380
128322,128322
428655,428655
595596,595596
567002,567002
638534,638534
218099,218099
406090,406090
917975,917975
623799,623799
918575,918575
851449,851449
116650,116650
286920,286920
489653,489653
933185,933185
145599,145599
409913,409913
179130,179130
407383,407383
730465,730465
834832,834832
529735,529735
595740,595740
392451,392451
391154,391154
114777,114777
449709,449709
214458,214458
737656,737656
215436,215436
507266,507266
270315,270315
652982,652982
495848,495848
658978,658978
301594,301594
769087,769087
544960,544960
411003,411003
368919,368919
282497,282497
136141,136141
163644,163644
447706,447706
385280,385280
271172,271172
650640,650640
542942,542942
455680,455680
642195,642195
530478,530478
711847,711847
837786,837786
221822,221822
583790,583790
191559,191559
482416,482416
749688,749688
781792,781792
832337,832337
299475,299475
881861,881861
866696,866696
702628,702628
712892,712892
693037,693037
735653,735653
581058,581058
827673,827673
482323,482323
161943,161943
398212,398212
894427,894427
301958,301958
967204,285581
500781,500781
280988,280988
47193,47193
122993,122993
890175,890175
874466,874466
96032,96032
121200,121200
388291,388291
691467,691467
657970,657970
548461,548461
517216,517216
431628,431628
515601,515601
116003,116003
208373,208373
246812,246812
414979,414979
814368,814368
85084,85084
731212,731212
978750,655239
183867,183867
112055,112055
799196,799196
820060,820060
598005,598005
550858,550858
973625,429731
438490,438490
566814,566814
506307,506307
349721,349721
531551,531551
952771,952771
784219,784219
406586,406586
340243,340243
459888,459888
212438,212438
421200,421200
235354,235354
80712,80712
418720,418720
337127,337127
925344,925344
21875,21875
190253,190253
236775,236775
964306,40293
282007,282007
940654,940654
813731,813731
626469,626469
540556,540556
901610,901610
607477,607477
152504,152504
761461,761461
845907,845907
22876,22876
805350,805350
360791,360791
384331,384331
621139,621139
562692,562692
361781,361781
133037,133037
628439,628439
719043,719043
970506,345063
839668,839668
667116,667116
278584,278584
759373,759373
314742,314742
530486,530486
596008,596008
219665,219665
532058,532058
256812,256812
581628,581628
467929,467929
561371,561371
644069,644069
39708,39708
126170,126170
281362,281362
365686,365686
351621,351621
207552,207552
603427,603427
430327,430327
609881,609881
706813,706813
250104,250104
193978,193978
880087,880087
290799,290799
467852,467852
747986,747986
971238,450023
336002,336002
326993,326993
694174,694174
355807,355807
539253,539253
740861,740861
619402,619402
12915,12915
965339,13760
429104,429104
531607,531607
682898,682898
945568,945568
966353,195987
449850,449850
15787,15787
577886,577886
489103,489103
484268,484268
680886,680886
413800,413800
95664,95664
745249,745249
809902,809902
250528,250528
230837,230837
2780,2780
862766,862766
219394,219394
353238,353238
907114,907114
757068,757068
122434,122434
122126,122126
240490,240490
236641,236641
316208,316208
37435,37435
406628,406628
971611,635808
553704,553704
209763,209763
408020,408020
23852,23852
837916,837916
528385,528385
375166,375166
921026,921026
368991,368991
57152,57152
778109,778109
591228,591228
756417,756417
457246,457246
97323,97323
965467,104427
709495,709495
517748,517748
421528,421528
280828,280828
202393,202393
349349,349349
308481,308481
934361,934361
923712,923712
832926,832926
569570,569570
518635,518635
729425,729425
245716,245716
679817,679817
64108,64108
502536,502536
627675,627675
555196,555196
230515,230515
581342,581342
214047,214047
505232,505232
62153,62153
265757,265757
518155,518155
894363,894363
501595,501595
151730,151730
187116,187116
395132,395132
767918,767918
976636,680419
761945,761945
879124,879124
292937,292937
28388,28388
875868,875868
139101,139101
218544,218544
597443,597443
595280,595280
243811,243811
784948,784948
648065,648065
150077,150077
277225,277225
243106,243106
719277,719277
639022,639022
977471,717079
431201,431201
319880,319880
648941,648941
264142,264142
191321,191321
202560,202560
612271,612271
833465,833465
247047,247047
205930,205930
494397,494397
647022,647022
450278,450278
947026,947026
70321,70321
109353,109353
400589,400589
530118,530118
689240,689240
113192,113192
150095,150095
942201,942201
434465,434465
975984,797251
896670,896670
857738,857738
325652,325652
806311,806311
855569,855569
401423,401423
189581,189581
582096,582096
784997,784997
230029,230029
245739,245739
86483,86483
731061,731061
351123,351123
560673,560673
320537,320537
317395,317395
970758,332292
79832,79832
779053,779053
650498,650498
336383,336383
42538,42538
424848,424848
