VictimId,Age,Gender,Ethnicity
798200,76,M,Asian
760857,44,F,Hispanic
489081,0,X,Unknown
61700,0,X,Unknown
416675,24,F,Hispanic
584699,27,M,Hispanic
280135,32,F,Hispanic
216775,0,X,Unknown
863410,89,M,Other
235439,25,F,Other
333130,26,M,White
458126,0,X,Unknown
693654,53,F,Asian
325040,45,F,Other
261582,42,M,Hispanic
548141,25,M,White
123620,61,F,White
473890,67,F,White
335438,21,M,White
362327,8,F,Hispanic
57930,45,M,Hispanic
298818,33,F,Black
155041,0,X,Unknown
250156,0,X,Unknown
584256,68,M,White
410608,48,F,Black
932101,24,F,Hispanic
850729,24,M,Black
97138,23,M,White
942973,62,M,Black
54889,38,M,Hispanic
78154,31,M,Black
532399,26,F,Hispanic
94745,22,M,Black
289947,2,M,Hispanic
283790,29,F,White
757692,22,X,Unknown
697660,52,F,Other
751236,0,X,Unknown
62049,67,F,Asian
250727,33,M,White
143061,0,X,Unknown
488684,48,M,Hispanic
245825,46,M,Asian
702129,4,F,Hispanic
619930,24,F,Hispanic
344317,28,F,Asian
219616,4,M,Hispanic
263570,32,M,Hispanic
506103,24,M,Hispanic
41521,45,M,Hispanic
238606,64,F,White
425262,0,X,Unknown
181309,29,F,Black
239713,44,F,Black
234306,36,M,Hispanic
1689,32,F,Other
20474,16,F,Black
90239,0,X,Unknown
234952,0,X,Unknown
393000,61,F,Other
953448,0,X,Unknown
560628,27,F,White
186778,25,F,Hispanic
389215,17,F,Hispanic
182719,27,M,Black
378200,63,F,Hispanic
818101,27,F,Hispanic
270082,21,F,Asian
778337,0,X,Unknown
961000,0,X,Unknown
693338,25,F,Black
624965,43,F,Hispanic
417455,24,F,Hispanic
918312,18,M,Hispanic
758603,0,X,Unknown
731031,0,M,Other
121813,29,M,Hispanic
902404,35,M,White
717346,46,M,Hispanic
778083,24,M,Asian
755775,0,X,Unknown
439940,38,F,Black
846094,0,X,Unknown
148148,33,F,Hispanic
128028,2,M,White
152191,0,X,Unknown
71340,65,M,White
69885,54,F,Hispanic
939947,0,X,Unknown
615316,32,F,Black
1067,0,X,Unknown
841947,0,X,Unknown
677576,27,M,Black
466407,0,X,Unknown
403788,37,M,Hispanic
399333,26,F,Other
884756,0,X,Unknown
637936,39,M,Black
487157,3,F,Hispanic
496520,0,M,White
149740,44,F,White
519360,25,F,Hispanic
119018,19,F,White
781810,5,M,Hispanic
175286,54,M,Black
631434,38,M,Hispanic
298145,35,F,Asian
193960,59,F,Other
501881,28,M,Hispanic
305670,12,M,Hispanic
265623,34,F,Hispanic
607810,0,X,Unknown
886012,29,M,Hispanic
781092,47,F,Hispanic
259446,38,M,Hispanic
469870,48,M,Asian
148231,0,X,Unknown
630436,0,X,Unknown
595605,21,F,Hispanic
45456,51,F,White
6986,0,X,Unknown
849835,69,M,White
841402,29,M,Hispanic
163349,35,M,Hispanic
658795,0,M,Unknown
67875,41,F,White
734936,69,M,Black
652562,38,M,Other
254927,0,X,Unknown
220232,74,F,White
556293,34,M,Other
833665,27,F,Black
107033,51,M,Hispanic
436825,11,F,Black
596628,35,F,Hispanic
524235,51,M,White
293297,31,M,White
595233,26,F,White
125443,0,X,Unknown
57646,47,F,Hispanic
380247,0,X,Unknown
621064,47,M,Black
87443,35,M,Hispanic
315194,0,X,Unknown
884692,0,X,Unknown
272469,0,X,Unknown
549664,0,M,Other
733983,38,M,Hispanic
137279,7,F,Hispanic
3520,28,F,Hispanic
455290,3,F,Black
520921,57,M,White
436311,0,X,Unknown
217331,0,X,Unknown
320571,0,X,Unknown
891493,33,M,White
245284,33,M,Hispanic
411537,62,F,Black
19610,22,F,Hispanic
264074,64,F,Black
414112,4,M,White
438955,41,F,Other
955354,21,M,Hispanic
104011,0,X,Unknown
426842,4,M,White
201036,32,M,Other
698247,3,F,White
882969,0,X,Unknown
496274,34,F,Hispanic
367890,24,M,Unknown
943990,29,M,Hispanic
276014,0,X,Unknown
698414,0,M,Black
374921,31,F,Hispanic
627224,44,F,Hispanic
220504,21,F,Black
724732,51,M,Hispanic
433164,36,M,White
465117,32,F,Hispanic
282014,36,F,Hispanic
409336,53,M,Hispanic
626683,52,M,White
650632,49,M,Hispanic
614347,0,X,Unknown
111524,54,M,Hispanic
767241,38,F,Other
852653,39,M,White
542500,45,M,Other
384416,32,F,Black
788122,31,F,Hispanic
409511,0,X,Unknown
366384,42,F,Black
561038,28,M,Hispanic
909729,37,M,Black
854184,0,M,Black
541418,29,M,White
233270,56,M,White
646856,53,F,Black
160970,35,M,Black
600974,0,X,Unknown
395434,25,F,Hispanic
604266,29,F,White
184957,0,X,Unknown
306369,33,F,Other
437916,28,M,Hispanic
273062,6,M,White
601274,61,F,White
302288,31,F,White
122100,0,X,Unknown
348486,44,M,Other
240803,33,M,White
58175,22,F,Hispanic
937208,58,M,Hispanic
546480,25,M,Hispanic
950711,43,M,Black
633029,44,M,Other
724018,35,M,Other
860445,62,M,White
661348,34,F,Other
537247,19,M,Hispanic
762738,0,X,Unknown
409886,49,M,Hispanic
547329,57,M,White
217885,27,F,White
767659,2,F,White
503665,0,X,Unknown
818661,15,M,Hispanic
81408,32,M,White
930881,55,M,Hispanic
550830,0,X,Unknown
741924,21,F,Black
43173,57,M,Other
894811,29,F,White
571603,38,F,Asian
637092,33,M,Hispanic
806537,0,X,Unknown
283085,52,F,Black
708633,39,M,White
749558,47,F,White
558577,26,M,Hispanic
337759,28,M,Asian
288478,25,F,White
296100,28,F,Hispanic
890212,41,F,White
305247,6,M,White
146702,0,M,Unknown
181952,0,X,Unknown
302625,0,X,Unknown
824359,68,F,American Indian/Alaskan Native
880917,0,X,Unknown
935761,35,F,White
300043,23,M,Hispanic
619489,38,M,Hispanic
724439,49,F,Hispanic
71877,54,M,Black
398377,22,F,White
163808,27,F,Hispanic
59418,3,M,Hispanic
289596,0,M,Other
134591,62,M,Hispanic
763719,64,M,Other
908836,26,M,White
519095,45,F,Hispanic
143826,34,M,Hispanic
187576,29,F,White
674214,52,F,White
155117,0,M,Other
751523,41,M,Black
81270,36,F,Other
773738,46,M,White
176679,25,F,Black
719460,51,F,Other
461646,0,X,Unknown
7429,25,F,White
677867,51,F,Hispanic
319124,32,M,Asian
66749,39,F,White
667128,0,X,Unknown
524541,25,F,White
653554,44,M,Hispanic
634371,35,M,Hispanic
218855,4,M,Black
721718,52,M,White
896279,31,F,Hispanic
759255,99,X,Unknown
111140,0,X,Unknown
570219,0,X,Unknown
325984,18,M,Hispanic
36133,45,F,White
700855,0,X,Unknown
827244,3,F,Black
333538,26,M,Hispanic
426868,48,M,White
594281,0,M,White
479931,52,M,Other
445676,46,F,Black
686870,74,M,White
149985,48,F,Black
127005,41,M,Hispanic
407492,17,M,Black
644857,38,F,White
371731,0,X,Unknown
833030,0,X,Unknown
10164,23,M,Hispanic
798652,0,X,Unknown
38785,38,M,Other
16685,39,M,Hispanic
950639,0,X,Unknown
321940,0,X,Unknown
30579,38,F,Other
249333,31,F,Black
806906,64,F,Black
639419,27,F,Hispanic
891966,33,F,Black
643276,28,F,Hispanic
554073,7,F,Other
547132,0,X,Unknown
949412,0,X,Unknown
601389,59,M,Hispanic
839131,5,M,Hispanic
876880,61,M,Hispanic
508841,5,F,Black
794156,49,F,Hispanic
110742,0,X,Unknown
541923,53,F,Hispanic
17356,67,M,Black
162629,42,F,Hispanic
800552,0,X,Unknown
415449,39,M,White
694236,21,M,Asian
322899,0,M,White
448932,67,M,White
890641,3,M,Black
505305,59,M,White
385402,0,M,Other
889507,39,M,Hispanic
328343,5,M,White
782030,42,M,White
178999,56,M,Hispanic
511071,25,F,Hispanic
664884,4,F,Hispanic
938001,25,M,Asian
779361,43,M,Hispanic
235348,5,M,White
354666,53,M,White
480008,65,F,White
37746,33,M,White
834159,3,F,Other
243102,55,M,Hispanic
82949,45,M,Other
895640,35,M,Black
635152,55,F,Black
796147,49,F,Hispanic
523348,62,F,Black
223713,0,M,Other
900134,49,F,Hispanic
137397,18,F,Hispanic
388958,3,X,Unknown
729443,41,F,Hispanic
638230,0,X,Unknown
651757,42,M,Hispanic
481099,22,F,Hispanic
419810,0,X,Unknown
727907,63,M,Hispanic
693177,33,M,Hispanic
189000,27,M,White
783387,27,F,Other
683712,23,M,Hispanic
907544,44,F,Hispanic
282855,0,X,Unknown
650220,0,X,Unknown
664479,0,X,Unknown
862453,0,X,Unknown
266017,0,M,Other
19952,38,M,Hispanic
381444,37,F,White
379239,34,M,White
97777,35,M,Hispanic
867748,54,M,Other
743344,45,F,Other
825719,59,F,White
758040,24,F,Black
240281,62,M,Hispanic
440986,27,F,Hispanic
381436,54,M,Hispanic
811255,29,M,Black
441948,28,M,Black
424483,0,X,Unknown
580438,59,M,Black
36652,0,X,Unknown
66955,29,M,White
802966,28,M,Hispanic
806462,27,M,White
413543,0,X,Unknown
847735,0,X,Unknown
145473,26,M,Hispanic
64010,0,X,Unknown
216840,63,M,Asian
135483,0,X,Unknown
341569,32,M,Hispanic
373052,0,M,Hispanic
851134,36,F,Black
915608,28,M,White
372107,34,M,White
568443,31,F,Pacific Islander
787751,14,F,Hispanic
350073,91,F,White
66598,4,M,Black
543913,43,F,Hispanic
188420,47,F,Hispanic
654748,63,M,White
738728,22,M,Other
391444,49,M,White
447480,0,X,Unknown
622962,0,M,White
110359,0,X,Unknown
163399,27,M,Hispanic
674095,54,F,Black
904623,49,F,White
251017,45,F,Black
347269,23,F,Asian
431595,67,M,White
751731,0,X,Unknown
293753,55,M,Hispanic
753702,29,M,White
303926,0,X,Unknown
907069,0,X,Unknown
208636,73,F,White
571946,0,X,Unknown
698703,29,M,White
46613,18,M,Hispanic
67792,39,M,Hispanic
12259,23,M,Hispanic
678298,42,M,Black
112124,16,M,Hispanic
609230,24,F,Hispanic
932878,0,X,Unknown
806657,0,M,White
526624,41,M,Asian
423946,24,M,Black
542328,52,M,Black
821573,25,F,Hispanic
869387,22,X,Unknown
723391,29,F,Hispanic
213803,25,M,Other
367145,46,F,White
930643,34,F,Asian
334672,35,M,White
799230,5,M,Hispanic
194375,51,M,Black
387664,28,M,Black
49778,32,F,Hispanic
303610,0,X,Unknown
851883,0,X,Unknown
796546,23,M,Hispanic
791974,5,M,White
419720,32,F,Black
664640,0,X,Unknown
40464,43,F,Hispanic
637781,34,M,Black
287378,2,F,Hispanic
707395,42,F,Hispanic
814408,35,F,Other
26910,28,F,White
238510,54,F,Other
131784,62,F,Hispanic
380135,0,X,Unknown
160420,0,X,Unknown
857096,0,X,Unknown
954070,0,X,Unknown
412853,4,M,Hispanic
680752,27,F,White
368080,59,F,Black
299749,21,M,Other
626136,0,X,Unknown
709984,47,F,Asian
454866,36,F,Hispanic
34635,0,X,Unknown
212255,0,X,Unknown
386013,44,M,Other
271360,38,F,White
116345,24,F,Black
293337,0,X,Unknown
265086,0,X,Unknown
508361,0,X,Unknown
619850,37,F,White
425763,62,M,Hispanic
405462,3,M,Hispanic
260393,31,F,Hispanic
25361,38,M,Hispanic
330392,25,F,Hispanic
599428,33,F,Hispanic
18448,0,X,Unknown
263578,36,M,Other
929458,0,X,Unknown
289154,66,M,Black
199859,46,F,Hispanic
642936,56,M,Hispanic
855596,0,X,Unknown
738027,0,X,Unknown
789138,47,F,Black
83238,34,F,White
842067,53,M,White
516694,29,M,Black
667968,31,M,Hispanic
8986,0,X,Unknown
450020,53,M,White
83063,41,F,Hispanic
312682,0,X,Unknown
141138,28,M,White
613732,35,M,Black
151138,38,M,Black
114867,0,X,Unknown
188511,33,F,Other
698124,0,X,Unknown
237438,42,M,White
223409,24,F,Hispanic
684973,3,M,Hispanic
957501,0,X,Unknown
90538,0,X,Unknown
695076,7,M,White
499466,53,F,Hispanic
519736,51,M,White
723655,0,X,Unknown
502092,23,M,Hispanic
67067,0,X,Unknown
157516,41,M,White
342863,5,M,Black
661849,0,X,Unknown
138758,53,M,Black
127599,65,M,Hispanic
629226,42,F,Hispanic
7536,3,M,Hispanic
100351,34,M,Black
209378,38,M,Other
610310,31,M,White
616291,49,F,Other
633751,52,M,Hispanic
200201,0,M,White
923143,21,F,Black
833977,0,X,Unknown
75739,48,M,White
700083,46,M,White
608571,72,F,White
367308,28,M,Hispanic
53565,0,M,White
12748,0,X,Unknown
208899,0,X,Unknown
5703,0,X,Unknown
378358,38,F,Hispanic
881339,53,M,Black
70126,0,X,Unknown
659153,0,X,Unknown
200320,4,M,Hispanic
80510,22,F,Black
670394,51,F,Other
277191,18,M,Hispanic
265926,72,F,White
207381,0,X,Unknown
756728,59,F,Black
314067,4,M,White
808139,3,F,White
488045,31,F,Black
744564,12,F,Black
585444,54,F,Hispanic
404511,57,M,Black
473055,26,M,Hispanic
342746,62,M,Hispanic
530129,7,M,Hispanic
89521,0,X,Unknown
281245,0,X,Unknown
97891,3,M,Hispanic
296144,48,M,Other
920499,57,F,Black
793039,34,M,Hispanic
765728,28,F,Hispanic
795884,58,M,White
263118,32,F,White
746180,0,X,Unknown
418582,21,F,White
547486,0,X,Unknown
347284,43,M,Other
700611,0,X,Unknown
713381,29,M,Other
116038,4,M,Hispanic
102953,29,F,White
580531,7,M,Black
155158,19,X,Unknown
662143,0,X,Unknown
325709,36,F,White
750616,29,M,Hispanic
845366,36,M,White
716908,27,F,Hispanic
142647,54,F,Other
696260,22,F,Hispanic
530683,59,F,White
94972,67,M,Black
624463,0,X,Unknown
778940,33,M,Black
445428,0,F,Hispanic
812502,53,M,White
823253,42,F,Other
488533,6,M,Hispanic
342255,0,X,Unknown
958394,2,F,Asian
826916,46,F,Black
845095,57,F,Asian
341675,24,F,Hispanic
107078,6,M,White
10785,32,M,Black
385074,51,M,Hispanic
243437,18,M,Black
254859,0,M,White
663456,4,M,White
738450,23,F,Hispanic
175925,34,F,Hispanic
78093,6,F,Hispanic
761856,21,M,Hispanic
566267,38,F,Black
736404,33,F,Hispanic
712491,67,M,Hispanic
666662,41,M,Hispanic
536830,55,F,Hispanic
461445,3,F,White
312507,59,M,Asian
78519,27,F,Hispanic
902973,0,X,Unknown
52679,0,X,Unknown
559552,0,X,Unknown
959844,17,M,White
233208,0,X,Unknown
378165,0,X,Unknown
422969,32,F,White
636539,0,X,Unknown
813476,43,M,Hispanic
386523,45,M,Hispanic
927685,0,M,Other
561115,27,F,White
835676,33,F,Hispanic
380086,45,M,White
174635,0,M,White
578957,0,X,Unknown
26981,14,F,Hispanic
432551,0,X,Unknown
299710,0,M,White
760512,21,M,White
164160,36,F,White
255700,28,F,Hispanic
623408,35,F,Hispanic
264364,3,M,Hispanic
952821,25,M,Hispanic
53240,35,M,Black
426365,61,F,White
88713,42,F,White
292697,2,F,Hispanic
522657,0,X,Unknown
266661,0,M,Black
103827,61,F,Black
182242,0,X,Unknown
815714,0,X,Unknown
23801,23,F,Other
46180,68,F,White
690713,59,M,Other
104492,15,M,Hispanic
608297,23,F,Hispanic
80022,55,M,Black
11873,26,M,White
763236,26,F,Black
152045,35,F,White
366978,35,M,Hispanic
527112,23,F,White
947782,59,F,White
864726,65,F,Hispanic
529240,56,F,Hispanic
655805,29,F,White
451078,37,F,Hispanic
148522,38,F,Hispanic
201572,47,M,Other
586897,28,M,Hispanic
405116,48,M,Asian
258922,37,F,White
435266,71,F,Hispanic
425709,43,M,Black
928448,0,X,Unknown
130104,36,F,Hispanic
160370,3,M,Hispanic
360616,5,M,Other
827708,0,X,Unknown
187819,0,X,Unknown
789313,0,X,Unknown
625769,0,X,Unknown
356445,0,X,Unknown
322201,54,M,Hispanic
398519,0,X,Unknown
941278,41,M,White
97284,5,M,Other
488507,59,M,Black
389065,49,F,White
590140,0,X,Unknown
309301,0,X,Unknown
681048,48,M,Black
481483,4,M,Hispanic
351509,0,X,Unknown
883445,55,F,Asian
204390,69,M,Black
895535,3,M,White
664014,0,X,Unknown
534186,0,X,Unknown
834779,0,X,Unknown
630595,0,X,Unknown
12923,37,F,Hispanic
78362,27,F,White
446295,52,M,Hispanic
83645,5,M,Hispanic
77134,43,M,White
153542,57,M,Hispanic
373700,51,F,Asian
306273,28,F,Hispanic
172900,44,M,Hispanic
107197,51,M,Other
153726,56,F,Black
776007,59,F,Hispanic
85636,0,X,Unknown
828422,35,M,Black
436096,2,M,Other
255784,47,F,Hispanic
213532,66,M,White
833321,57,M,Black
826605,31,M,Hispanic
216116,45,F,Hispanic
705255,5,M,Black
933493,0,X,Unknown
199027,36,F,White
344610,0,X,Unknown
650686,59,M,White
82307,3,M,Black
757676,37,F,White
566378,0,M,Other
694711,0,M,White
104887,29,F,Hispanic
38980,37,F,Hispanic
727718,35,M,Unknown
163253,35,F,Hispanic
814483,0,M,Black
125911,31,F,Black
830857,0,X,Unknown
535112,41,F,Hispanic
174603,34,F,Hispanic
464415,37,M,Hispanic
632798,38,M,Black
394267,44,M,White
273651,26,F,White
879757,0,X,Unknown
318709,7,F,Hispanic
882407,0,X,Unknown
342339,25,M,White
226500,51,M,Hispanic
320917,41,M,Asian
209343,0,X,Unknown
86525,38,M,White
440468,29,M,Hispanic
777138,0,X,Unknown
684643,84,F,White
398079,0,M,Other
782203,31,M,Black
921862,49,F,Hispanic
441609,77,F,Hispanic
438140,0,X,Unknown
759699,28,M,Hispanic
389239,53,M,Hispanic
630917,5,F,Black
946978,75,F,Other
428379,24,M,Asian
774193,55,M,Asian
407616,0,X,Unknown
817390,52,F,Hispanic
734071,51,F,Other
102453,38,M,Hispanic
309254,0,M,Other
653654,12,F,Hispanic
63517,46,F,White
602017,0,X,Unknown
723192,54,M,Hispanic
23194,0,M,White
796925,55,F,Hispanic
648480,5,F,Asian
861631,37,M,White
682565,0,X,Unknown
63494,58,M,Hispanic
618549,0,X,Unknown
470190,39,M,Hispanic
156825,25,F,Hispanic
623215,15,F,Hispanic
344863,42,F,Hispanic
355547,0,X,Unknown
448189,3,F,Hispanic
612856,0,X,Unknown
789956,4,M,Black
609735,14,F,Hispanic
451601,0,X,Unknown
115648,41,M,Hispanic
561765,0,X,Unknown
90796,0,X,Unknown
313919,32,F,White
169563,42,M,Black
825399,0,X,Unknown
696665,47,M,Black
960868,64,M,Black
717613,0,X,Unknown
371626,0,X,Unknown
304547,43,M,White
784051,28,F,White
296338,54,F,White
668190,19,F,Unknown
284963,41,F,Hispanic
919721,3,M,Black
529785,24,M,Black
843306,59,M,Hispanic
157406,44,F,Hispanic
84533,51,F,Hispanic
572422,28,F,Black
911814,22,F,Black
267586,41,M,Other
872436,28,F,Hispanic
453701,0,X,Unknown
722358,6,M,White
501899,0,X,Unknown
270533,38,F,Hispanic
785767,53,M,Asian
17210,22,F,Hispanic
490952,32,F,Hispanic
476474,31,M,Black
610080,0,X,Unknown
196102,69,F,White
185104,62,M,Hispanic
606150,24,M,Hispanic
374533,41,F,White
889992,0,X,Unknown
151768,0,X,Unknown
57793,27,M,Black
594783,23,F,White
537681,32,F,Hispanic
211780,7,M,White
711965,0,M,White
686608,23,F,Hispanic
180783,54,M,Hispanic
627423,0,M,Unknown
842023,44,F,Black
554095,51,F,Other
263424,29,M,Black
798716,25,F,Black
397128,0,X,Unknown
874769,6,F,Black
417754,73,M,White
251190,6,M,Hispanic
628954,16,F,Hispanic
955578,0,M,Other
94460,0,X,Unknown
220440,73,F,Other
849436,37,F,Hispanic
509998,59,M,Asian
791225,33,M,White
127601,3,M,Hispanic
373058,41,M,Hispanic
839419,32,F,Hispanic
649733,28,F,Black
7479,21,M,Black
294281,43,M,Hispanic
62054,33,M,White
628931,0,M,White
643333,5,F,Hispanic
712951,26,F,Asian
205425,0,X,Unknown
345193,7,M,Hispanic
33267,21,F,Asian
79251,49,M,Black
805315,37,M,Asian
854283,15,F,Hispanic
346083,28,F,White
898282,38,M,Hispanic
209492,46,F,Hispanic
140939,37,F,Hispanic
497681,32,F,Hispanic
221908,32,M,White
145426,5,M,Other
75432,0,X,Unknown
90706,51,M,White
370029,0,X,Unknown
922238,43,F,White
790140,24,F,Black
584497,4,F,Hispanic
819339,0,X,Unknown
843315,0,X,Unknown
415381,16,M,Other
799572,34,F,Hispanic
573248,15,F,Hispanic
924157,2,F,Hispanic
149035,36,F,Black
298838,57,M,Black
517346,0,X,Unknown
725871,51,F,Black
719826,69,F,Asian
499908,0,M,Other
747075,0,X,Unknown
90190,28,M,White
919757,0,M,White
361599,39,F,Hispanic
454009,58,M,Other
723830,27,F,White
801131,24,M,Hispanic
948596,33,F,White
741249,21,M,Black
923625,29,F,Other
629281,45,F,White
873636,43,F,Black
442943,0,X,Unknown
712803,68,M,American Indian/Alaskan Native
949284,0,X,Unknown
711925,55,M,Hispanic
518011,28,M,White
956573,33,M,Asian
544833,37,M,Black
350049,25,M,Black
890963,72,F,White
446719,34,M,White
297380,49,F,Hispanic
808668,26,F,Black
470807,6,M,Black
94133,22,M,Hispanic
60084,22,F,White
219582,47,M,Other
703712,45,F,Black
383787,28,F,White
785045,0,X,Unknown
77492,0,X,Unknown
505125,41,M,White
740040,0,X,Unknown
517480,0,X,Unknown
198292,44,M,Hispanic
103003,25,M,Hispanic
112797,0,X,Unknown
508918,33,M,Hispanic
614178,25,F,Asian
762844,44,M,Hispanic
98061,0,M,Hispanic
784322,23,F,Hispanic
412228,0,X,Unknown
169861,37,M,Hispanic
378015,0,X,Unknown
432709,38,F,Black
760175,42,M,White
609642,0,M,White
747950,7,M,Black
410612,32,M,Hispanic
679051,0,X,Unknown
232218,0,X,Unknown
685188,26,F,White
851550,0,F,Hispanic
677139,3,F,White
20441,25,F,Hispanic
280567,76,F,White
171420,0,M,Hispanic
454258,31,M,Hispanic
272221,35,M,White
554146,43,M,Asian
560197,75,M,Black
66143,49,F,Other
941771,0,M,Unknown
668247,61,F,Hispanic
37761,4,F,Hispanic
208604,3,F,Black
558289,61,M,Other
398695,62,M,White
822528,51,M,White
632093,48,M,Other
179369,0,X,Unknown
754695,0,X,Unknown
858426,59,M,Hispanic
614306,25,F,Hispanic
300238,33,M,Unknown
467504,29,M,Black
878032,16,M,Other
787018,0,X,Unknown
724119,4,M,White
913710,57,M,White
680797,0,X,Unknown
719053,22,M,White
235648,0,X,Unknown
250298,8,M,Other
675607,36,M,White
576486,44,M,White
639316,46,F,Asian
99087,55,F,Hispanic
509880,0,X,Unknown
722629,0,M,Other
655393,51,F,Hispanic
42519,29,M,White
528365,31,F,Hispanic
133221,36,F,White
478346,0,X,Unknown
493805,34,M,Hispanic
309994,55,F,Hispanic
69989,0,X,Unknown
497603,38,F,Black
741133,28,M,Hispanic
640623,26,F,Black
23878,25,M,Other
536479,15,M,Hispanic
186526,0,X,Unknown
739287,34,F,Hispanic
80974,23,M,Hispanic
879743,0,X,Unknown
310276,24,M,White
58329,35,M,Hispanic
260456,4,M,Hispanic
861144,27,F,Hispanic
202878,0,X,Unknown
783001,28,M,White
33577,19,X,Unknown
195457,0,X,Unknown
276748,4,M,Black
764791,42,M,Hispanic
595928,46,M,Hispanic
230846,38,M,White
550537,0,X,Unknown
276605,0,X,Unknown
52642,45,M,Hispanic
636480,0,X,Unknown
20674,35,F,Black
558579,45,M,Hispanic
774832,37,M,White
528234,27,F,Hispanic
282311,6,M,Black
544742,44,M,White
692914,29,M,Hispanic
76628,29,M,Hispanic
856100,0,X,Unknown
723376,0,X,Unknown
900838,99,F,White
730058,0,X,Unknown
68826,0,X,Unknown
300080,13,F,White
797417,0,X,Unknown
725863,42,F,Black
703786,41,M,Other
601239,3,F,Hispanic
287066,5,M,Hispanic
443583,0,X,Unknown
55034,18,F,Hispanic
737941,0,X,Unknown
635948,25,M,White
400471,25,M,Hispanic
678899,0,X,Unknown
732889,56,M,Hispanic
353252,6,M,Black
199153,34,F,Hispanic
759132,0,X,Unknown
205795,0,X,Unknown
7086,67,M,White
583716,0,X,Unknown
172736,0,X,Unknown
296403,35,M,Unknown
77560,34,F,Black
511578,41,F,Hispanic
897303,45,M,White
216282,46,F,Black
962170,0,X,Unknown
892466,57,F,White
199404,12,M,Other
950479,0,X,Unknown
887069,63,M,Other
749927,0,X,Unknown
692993,35,F,White
209873,53,F,White
673356,31,F,Hispanic
239719,26,M,Other
864725,3,F,Hispanic
537941,52,F,Hispanic
847694,31,F,Black
793680,0,X,Unknown
758541,0,X,Unknown
493318,0,X,Unknown
525723,73,F,White
896960,27,F,Hispanic
884552,0,X,Unknown
539468,21,F,Hispanic
740860,35,F,Hispanic
80956,19,M,Black
736612,55,M,Black
572849,83,F,Black
297602,26,M,Black
574684,31,F,Black
882548,0,X,Unknown
325673,0,X,Unknown
85669,26,M,Other
256094,22,F,American Indian/Alaskan Native
404814,48,F,Hispanic
702178,17,F,Black
308365,46,M,Asian
773676,31,F,Hispanic
881714,67,M,Black
936755,36,F,Black
84567,55,M,White
155223,62,M,Hispanic
624506,0,X,Unknown
437300,0,X,Unknown
230319,68,F,White
71299,39,F,Hispanic
21251,37,M,Other
570146,0,X,Unknown
274304,63,M,Other
59735,35,M,Hispanic
667462,49,F,Other
898829,0,X,Unknown
707971,0,X,Unknown
188261,0,X,Unknown
128614,42,F,Asian
755154,3,M,Hispanic
258236,32,F,Hispanic
180968,63,M,White
518065,47,M,Hispanic
650995,2,F,White
90602,19,F,Hispanic
723116,38,F,Hispanic
64977,2,F,White
702499,52,M,White
849740,59,M,Hispanic
265237,66,M,Other
671168,52,F,Other
899009,28,F,Hispanic
867604,37,F,Hispanic
745159,26,F,Hispanic
184701,47,F,Black
908714,49,M,Black
608340,63,M,Asian
766228,47,M,Asian
273974,24,F,White
45541,48,M,Black
460923,0,X,Unknown
277711,62,F,Asian
919929,54,F,Asian
671200,0,M,Other
244224,19,F,Hispanic
957265,49,F,White
367667,22,M,White
345901,65,M,Other
198790,41,F,Hispanic
888065,0,X,Unknown
487198,48,M,Black
682815,33,M,White
527261,43,F,Hispanic
749650,22,M,White
576955,9,M,Asian
828346,47,M,White
339054,0,X,Unknown
459602,3,F,Hispanic
647509,23,F,White
324244,0,X,Unknown
744249,0,X,Unknown
384175,0,X,Unknown
524152,31,M,Asian
572811,26,M,Black
502798,0,X,Unknown
22205,42,M,White
327426,52,M,Hispanic
5029,38,F,Hispanic
133276,0,M,Hispanic
259668,0,X,Unknown
868729,62,F,Hispanic
176673,49,M,White
675545,28,F,Hispanic
441361,27,F,Hispanic
91894,27,F,Hispanic
557457,0,X,Unknown
205992,35,F,White
209933,38,M,Other
390815,41,F,Unknown
200063,43,F,Black
173589,71,M,White
40098,39,F,White
181563,18,F,Black
335191,65,F,Hispanic
116827,45,M,Hispanic
182029,35,M,Other
778119,41,F,White
720522,0,X,Unknown
146286,0,X,Unknown
136242,0,X,Unknown
825643,0,X,Unknown
373757,38,F,Asian
102431,34,M,White
555262,28,F,Hispanic
509426,54,F,White
777816,37,F,Other
563040,0,M,White
810137,38,F,Black
36527,5,M,White
25646,46,M,White
526077,6,F,Black
169225,49,F,Hispanic
203981,34,F,White
285605,24,F,Hispanic
834632,34,M,Black
482287,0,X,Unknown
336328,5,M,Black
657615,35,M,Other
72922,23,M,Hispanic
22082,0,M,Other
741806,0,X,Unknown
387847,0,X,Unknown
48533,17,F,Hispanic
114645,25,M,Hispanic
403095,0,X,Unknown
812104,2,F,Black
511895,0,X,Unknown
281026,18,M,Hispanic
55614,0,X,Unknown
831222,49,F,Hispanic
436294,0,X,Unknown
531784,0,M,White
243715,52,M,Other
662008,63,F,Black
98026,22,F,Hispanic
791649,0,X,Unknown
150546,31,F,Other
117941,32,F,Hispanic
550645,99,F,White
943796,76,M,Hispanic
634139,0,X,Unknown
890278,36,F,Black
39791,23,F,Hispanic
115986,57,M,Black
701108,0,X,Unknown
145651,34,M,White
111640,74,M,Black
897811,56,F,Black
359857,29,F,White
710472,32,M,Hispanic
683041,27,M,Hispanic
961232,5,M,White
817052,57,M,Black
536746,0,X,Unknown
295526,42,M,Other
751763,27,M,Hispanic
