CrimeId,Type,Subtype
55700,ROBBERY,ROBBERY
248406,VEHICLE STOLEN,VEHICLE - STOLEN
391421,THEFT,"THEFT, PERSON"
517898,BURGLARY,BURGLARY
595455,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
81658,ASSAULT,BATTERY - SIMPLE ASSAULT
554196,MURDER,CRIMINAL HOMICIDE
490444,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
534933,BRANDISH WEAPON,BRANDISH WEAPON
193762,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
895836,BURGLARY,BURGLARY
249473,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
698394,THEFT,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)"
287699,ASSAULT,BATTERY - SIMPLE ASSAULT
370483,VIOLATION OF RESTRAINING ORDER,VIOLATION OF COURT ORDER
356874,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
196814,BURGLARY,BURGLARY FROM VEHICLE
459214,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
413259,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
532668,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
254660,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
628326,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
935231,VEHICLE STOLEN,VEHICLE - STOLEN
858372,ASSAULT,BATTERY - SIMPLE ASSAULT
468775,ROBBERY,ROBBERY
22805,BRANDISH WEAPON,BRANDISH WEAPON
25633,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
138259,BURGLARY,BURGLARY
330060,BURGLARY,BURGLARY FROM VEHICLE
805212,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
270118,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
246039,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
364449,ROBBERY,ROBBERY
825269,THROWING OBJECT AT MOVING VEHICLE,THROWING OBJECT AT MOVING VEHICLE
820045,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
971559,CONTEMPT OF COURT,CONTEMPT OF COURT
59565,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
966008,ASSAULT,BATTERY - SIMPLE ASSAULT
898153,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
293844,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
796463,ASSAULT,OTHER ASSAULT
185611,BRANDISH WEAPON,BRANDISH WEAPON
232435,VEHICLE STOLEN,VEHICLE - STOLEN
14406,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
294883,VEHICLE STOLEN,VEHICLE - STOLEN
592884,BURGLARY,BURGLARY
234939,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
694109,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
943867,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
120956,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
154618,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
164864,BRANDISH WEAPON,BRANDISH WEAPON
965726,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
971957,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
971229,ASSAULT,BATTERY - SIMPLE ASSAULT
76392,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
604346,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
805261,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
290771,VEHICLE STOLEN,VEHICLE - STOLEN
906760,VEHICLE STOLEN,VEHICLE - STOLEN
51677,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
270721,BURGLARY,BURGLARY FROM VEHICLE
199167,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
156490,SEXUAL CRIME,BATTERY WITH SEXUAL CONTACT
973284,ASSAULT,BATTERY - SIMPLE ASSAULT
67552,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
945089,BRANDISH WEAPON,BRANDISH WEAPON
589342,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
641743,ASSAULT,BATTERY - SIMPLE ASSAULT
262686,THEFT,THEFT OF IDENTITY
725490,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
146154,ROBBERY,ROBBERY
599910,CONTEMPT OF COURT,CONTEMPT OF COURT
872974,ASSAULT,BATTERY - SIMPLE ASSAULT
73591,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
848242,BURGLARY,BURGLARY
694953,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
792277,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
200134,ASSAULT,BATTERY - SIMPLE ASSAULT
638717,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
276114,THEFT,THEFT OF IDENTITY
812136,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
973224,ASSAULT,BATTERY - SIMPLE ASSAULT
812445,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
551997,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
395714,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
81781,ROBBERY,ROBBERY
237494,ASSAULT,BATTERY - SIMPLE ASSAULT
377000,ASSAULT,BATTERY - SIMPLE ASSAULT
892263,THEFT,"BUNCO, GRAND THEFT"
339352,THEFT,THEFT OF IDENTITY
638934,BURGLARY,BURGLARY
825922,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
106038,ASSAULT,BATTERY - SIMPLE ASSAULT
459305,ROBBERY,ROBBERY
804220,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
633099,BURGLARY,BURGLARY
582991,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
556664,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
215839,VEHICLE STOLEN,VEHICLE - STOLEN
457103,THEFT,THEFT OF IDENTITY
543467,ASSAULT,BATTERY - SIMPLE ASSAULT
102224,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
859040,THEFT,THEFT OF IDENTITY
604071,VEHICLE STOLEN,VEHICLE - STOLEN
77839,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
261101,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
38252,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
865063,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
100387,VEHICLE STOLEN,VEHICLE - STOLEN
662475,DOCUMENT CRIME,DOCUMENT FORGERY / STOLEN FELONY
915993,VEHICLE STOLEN,VEHICLE - STOLEN
929911,UNAUTHORIZED COMPUTER ACCESS,UNAUTHORIZED COMPUTER ACCESS
779607,ASSAULT,BATTERY - SIMPLE ASSAULT
749879,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
271034,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
973897,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
546803,MURDER,CRIMINAL HOMICIDE
141223,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
521023,BURGLARY,BURGLARY FROM VEHICLE
571408,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
68557,CONTEMPT OF COURT,CONTEMPT OF COURT
847284,VEHICLE STOLEN,VEHICLE - STOLEN
680293,BURGLARY,BURGLARY FROM VEHICLE
289023,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
94597,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
723429,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
544687,THEFT,THEFT OF IDENTITY
552184,BURGLARY,BURGLARY
150332,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
57324,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
943604,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
142132,RESISTING ARREST,RESISTING ARREST
361137,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
80934,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
404633,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
91788,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
208204,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
65312,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
944422,ASSAULT,BATTERY - SIMPLE ASSAULT
908366,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
690950,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
182634,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
972855,ASSAULT,OTHER ASSAULT
136032,BURGLARY,BURGLARY FROM VEHICLE
704650,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
952393,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
497321,VIOLATION OF RESTRAINING ORDER,VIOLATION OF COURT ORDER
964252,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
144047,ASSAULT,BATTERY - SIMPLE ASSAULT
484110,VEHICLE STOLEN,VEHICLE - STOLEN
213119,TRESPASSING,TRESPASSING
62852,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
304014,VEHICLE STOLEN,VEHICLE - STOLEN
354391,VEHICLE STOLEN,VEHICLE - STOLEN
225641,BURGLARY,BURGLARY
697436,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
580963,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
466744,THEFT,THEFT OF IDENTITY
277580,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
518067,DISTURBING THE PEACE,DISTURBING THE PEACE
639664,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
59209,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
817900,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
698038,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
939784,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
869577,BURGLARY,BURGLARY
127889,BURGLARY,BURGLARY FROM VEHICLE
786936,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
868974,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
435340,BURGLARY,"BURGLARY, ATTEMPTED"
188926,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
349968,BURGLARY,BURGLARY
720613,VEHICLE STOLEN,VEHICLE - STOLEN
740879,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
961458,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
447886,ROBBERY,ROBBERY
157647,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
90932,VEHICLE STOLEN,VEHICLE - STOLEN
473040,BURGLARY,BURGLARY
923785,VEHICLE STOLEN,VEHICLE - STOLEN
940459,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
650637,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
624638,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
302950,BURGLARY,BURGLARY FROM VEHICLE
86722,BURGLARY,BURGLARY
923563,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
357720,ASSAULT,BATTERY - SIMPLE ASSAULT
214825,CONTEMPT OF COURT,CONTEMPT OF COURT
800965,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
71116,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
621341,FIREARMS SHOTS,DISCHARGE FIREARMS/SHOTS FIRED
64668,VEHICLE STOLEN,VEHICLE - STOLEN
73558,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
80155,BURGLARY,BURGLARY FROM VEHICLE
583089,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
341453,BURGLARY,BURGLARY FROM VEHICLE
595581,FIREARMS SHOTS,DISCHARGE FIREARMS/SHOTS FIRED
902573,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
957878,VEHICLE STOLEN,VEHICLE - STOLEN
307865,DISTURBING THE PEACE,DISTURBING THE PEACE
350248,VEHICLE STOLEN,BIKE - STOLEN
438582,BURGLARY,BURGLARY FROM VEHICLE
409294,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
661070,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
956901,THEFT,THEFT OF IDENTITY
471859,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
26175,BURGLARY,BURGLARY FROM VEHICLE
970770,ASSAULT,BATTERY - SIMPLE ASSAULT
776025,THEFT,THEFT OF IDENTITY
437720,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
276385,THEFT,THEFT OF IDENTITY
961017,VEHICLE STOLEN,VEHICLE - STOLEN
333571,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
510146,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
485491,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
816032,ROBBERY,ROBBERY
430177,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
63528,BURGLARY,BURGLARY
185438,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
502521,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
289991,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
201177,ASSAULT,BATTERY - SIMPLE ASSAULT
86698,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
674666,KIDNAPPING,KIDNAPPING
903429,ASSAULT,BATTERY - SIMPLE ASSAULT
857180,EXTORTION,EXTORTION
619400,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
62522,BURGLARY,BURGLARY FROM VEHICLE
585901,SEXUAL CRIME,PEEPING TOM
237089,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
670044,VEHICLE STOLEN,VEHICLE - STOLEN
806204,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
335174,BURGLARY,BURGLARY
866694,VEHICLE STOLEN,VEHICLE - STOLEN
719841,BURGLARY,"BURGLARY, ATTEMPTED"
412080,BURGLARY,BURGLARY FROM VEHICLE
586974,PICKPOCKET,PICKPOCKET
116807,BRANDISH WEAPON,BRANDISH WEAPON
385497,BURGLARY,BURGLARY
891001,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
738993,THEFT,THEFT OF IDENTITY
215352,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
295145,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
396517,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
631722,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
129033,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
755200,ROBBERY,ROBBERY
533190,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
916401,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
313059,VEHICLE STOLEN,VEHICLE - STOLEN
402597,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
164973,VEHICLE STOLEN,VEHICLE - STOLEN
244808,VEHICLE STOLEN,VEHICLE - STOLEN
53180,ASSAULT,BATTERY - SIMPLE ASSAULT
777731,BURGLARY,BURGLARY
876717,VEHICLE STOLEN,VEHICLE - STOLEN
806557,VEHICLE STOLEN,VEHICLE - STOLEN
295173,THEFT,"THEFT, PERSON"
616038,BURGLARY,BURGLARY FROM VEHICLE
90827,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
850566,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
394079,SEXUAL CRIME,INDECENT EXPOSURE
628894,VEHICLE STOLEN,VEHICLE - STOLEN
693919,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
354407,CRIME ON CHILD,CHILD ANNOYING (17YRS & UNDER)
518553,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
272372,BURGLARY,BURGLARY FROM VEHICLE
744122,BURGLARY,BURGLARY
726029,BURGLARY,BURGLARY FROM VEHICLE
804055,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
180023,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
122002,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
678042,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
676149,BURGLARY,BURGLARY FROM VEHICLE
84114,THEFT,"THEFT, PERSON"
812103,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
466246,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
697949,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
233687,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
492851,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
315461,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
799558,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
621901,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
276321,THEFT,THEFT FROM MOTOR VEHICLE - ATTEMPT
742732,ASSAULT,BATTERY - SIMPLE ASSAULT
414718,BURGLARY,BURGLARY FROM VEHICLE
288755,BURGLARY,BURGLARY
81115,SEXUAL CRIME,BATTERY WITH SEXUAL CONTACT
472720,ROBBERY,ROBBERY
586727,TRESPASSING,TRESPASSING
549590,VEHICLE STOLEN,BIKE - STOLEN
432485,ASSAULT,BATTERY - SIMPLE ASSAULT
41408,VIOLATION OF RESTRAINING ORDER,VIOLATION OF COURT ORDER
174654,VEHICLE STOLEN,VEHICLE - STOLEN
771634,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
894890,THEFT,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)"
864150,ASSAULT,OTHER ASSAULT
510268,THEFT,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)"
943306,VEHICLE STOLEN,VEHICLE - STOLEN
48789,VEHICLE STOLEN,VEHICLE - STOLEN
433963,VEHICLE STOLEN,VEHICLE - STOLEN
287020,VIOLATION OF RESTRAINING ORDER,VIOLATION OF COURT ORDER
348951,SEXUAL CRIME,PANDERING
178333,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
978073,SEXUAL CRIME,INDECENT EXPOSURE
545979,VEHICLE STOLEN,VEHICLE - ATTEMPT STOLEN
556857,THEFT,THEFT OF IDENTITY
633985,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
685647,THEFT,THEFT OF IDENTITY
23282,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
102594,BURGLARY,BURGLARY
196883,ROBBERY,ROBBERY
700323,BRANDISH WEAPON,BRANDISH WEAPON
150421,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
118961,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
842332,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
975833,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
465278,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
943883,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
947452,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
112536,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
369787,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
920575,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
884093,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
377290,BURGLARY,BURGLARY FROM VEHICLE
446052,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
973210,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
930006,BURGLARY,BURGLARY
551296,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
863971,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
845914,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
70532,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
465956,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
287064,BURGLARY,BURGLARY
458270,THEFT,THEFT OF IDENTITY
369244,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
183344,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
611475,BURGLARY,BURGLARY FROM VEHICLE
302927,THEFT,THEFT OF IDENTITY
285888,TRESPASSING,TRESPASSING
868004,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
925996,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
751409,BURGLARY,BURGLARY
173482,VIOLATION OF RESTRAINING ORDER,VIOLATION OF COURT ORDER
133949,BURGLARY,BURGLARY
587131,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
908088,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
338822,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
725830,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
410913,VIOLATION OF RESTRAINING ORDER,VIOLATION OF COURT ORDER
470033,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
186016,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
225540,BURGLARY,BURGLARY FROM VEHICLE
152262,ASSAULT,BATTERY - SIMPLE ASSAULT
349871,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
682301,THEFT,THEFT OF IDENTITY
297786,VEHICLE STOLEN,VEHICLE - STOLEN
807009,ROBBERY,ROBBERY
395629,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
764107,VEHICLE STOLEN,VEHICLE - STOLEN
846701,ASSAULT,BATTERY - SIMPLE ASSAULT
698919,TRESPASSING,TRESPASSING
397903,VEHICLE STOLEN,VEHICLE - STOLEN
644869,VEHICLE STOLEN,VEHICLE - STOLEN
438333,VEHICLE STOLEN,VEHICLE - STOLEN
168310,ASSAULT,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER
338364,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
613114,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
126517,BURGLARY,BURGLARY
728203,SEXUAL CRIME,BATTERY WITH SEXUAL CONTACT
305485,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
4994,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
422960,ASSAULT,OTHER ASSAULT
72468,ROBBERY,ROBBERY
702958,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
376258,BURGLARY,BURGLARY
176957,BURGLARY,BURGLARY FROM VEHICLE
292633,THEFT,THEFT OF IDENTITY
357780,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
942740,BURGLARY,BURGLARY
774971,CRIME ON CHILD,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER)
754264,THEFT,THEFT OF IDENTITY
716546,THEFT,THEFT PLAIN - ATTEMPT
70756,DRIVING CRIME,RECKLESS DRIVING
576395,THEFT,THEFT OF IDENTITY
392480,RESISTING ARREST,RESISTING ARREST
972566,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
823517,THEFT,THEFT OF IDENTITY
514488,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
420854,THEFT,THEFT OF IDENTITY
107834,THEFT,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)"
615049,THEFT,THEFT OF IDENTITY
411982,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
333323,FRAUD,BRIBERY
133815,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
829179,TRESPASSING,TRESPASSING
354438,THEFT,THEFT FROM MOTOR VEHICLE - ATTEMPT
476613,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
785099,VEHICLE STOLEN,VEHICLE - STOLEN
288847,VEHICLE STOLEN,VEHICLE - STOLEN
814693,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
106631,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
308427,BURGLARY,BURGLARY
162450,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
938712,VEHICLE STOLEN,VEHICLE - STOLEN
726425,THEFT,THEFT OF IDENTITY
478432,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
12460,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
47660,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
452722,BURGLARY,BURGLARY FROM VEHICLE
314036,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
589590,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
856834,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
