CrimeId,Type,Subtype
664265,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
613655,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
621107,THEFT,THEFT OF IDENTITY
721794,BRANDISH WEAPON,BRANDISH WEAPON
661871,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
498293,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
930422,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
739833,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
637722,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
147897,SEXUAL CRIME,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE
303419,ARSON,ARSON
79878,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
919963,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
913869,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
487822,THEFT,THEFT OF IDENTITY
795616,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
740922,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
237095,BURGLARY,BURGLARY
751588,ASSAULT,BATTERY - SIMPLE ASSAULT
237351,CRIME ON CHILD,CHILD PORNOGRAPHY
470600,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
559760,VEHICLE STOLEN,BIKE - STOLEN
402513,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
294232,BRANDISH WEAPON,BRANDISH WEAPON
780075,CRIME ON CHILD,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT
869545,VEHICLE STOLEN,VEHICLE - STOLEN
918793,THEFT,THEFT OF IDENTITY
120876,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
688220,VEHICLE STOLEN,VEHICLE - STOLEN
189111,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
31956,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
853707,VEHICLE STOLEN,BIKE - STOLEN
56781,VEHICLE STOLEN,VEHICLE - STOLEN
464139,ROBBERY,ROBBERY
722947,VEHICLE STOLEN,VEHICLE - STOLEN
47136,THEFT,"THEFT, PERSON"
593541,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
667026,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
518800,ASSAULT,BATTERY - SIMPLE ASSAULT
876240,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
676283,BRANDISH WEAPON,BRANDISH WEAPON
330842,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
964269,CRIME ON CHILD,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT
582960,ROBBERY,ROBBERY
899839,VEHICLE STOLEN,VEHICLE - STOLEN
78682,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
423244,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
935066,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
859880,TRESPASSING,TRESPASSING
37630,THEFT,"THEFT, PERSON"
382860,VEHICLE STOLEN,VEHICLE - STOLEN
733904,SEXUAL CRIME,"RAPE, FORCIBLE"
950630,VEHICLE STOLEN,BIKE - STOLEN
649719,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
796528,ASSAULT,BATTERY - SIMPLE ASSAULT
207094,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
872609,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
539043,VEHICLE STOLEN,VEHICLE - STOLEN
927852,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
829027,THEFT,"BUNCO, GRAND THEFT"
62943,ROBBERY,ROBBERY
726944,VEHICLE STOLEN,VEHICLE - STOLEN
7423,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
60222,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
561189,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
607630,THEFT,SHOPLIFTING-GRAND THEFT ($950.01 & OVER)
786110,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
460133,THROWING OBJECT AT MOVING VEHICLE,THROWING OBJECT AT MOVING VEHICLE
961219,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
519296,ROBBERY,ROBBERY
893518,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
957786,ROBBERY,ROBBERY
800781,BURGLARY,BURGLARY FROM VEHICLE
583242,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
726584,THEFT,THEFT OF IDENTITY
964495,VIOLATION OF RESTRAINING ORDER,VIOLATION OF TEMPORARY RESTRAINING ORDER
228173,ASSAULT,BATTERY - SIMPLE ASSAULT
23173,THEFT,THEFT OF IDENTITY
69849,ASSAULT,BATTERY - SIMPLE ASSAULT
307877,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
974614,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
163575,ROBBERY,ROBBERY
573774,BRANDISH WEAPON,BRANDISH WEAPON
258950,TRESPASSING,TRESPASSING
925231,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
922055,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
5797,VEHICLE STOLEN,VEHICLE - STOLEN
326745,ASSAULT,BATTERY - SIMPLE ASSAULT
782234,BURGLARY,BURGLARY
21547,VEHICLE STOLEN,VEHICLE - STOLEN
10170,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
941895,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
270678,VEHICLE STOLEN,BIKE - STOLEN
361852,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
819450,VEHICLE STOLEN,VEHICLE - STOLEN
408711,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
23569,VEHICLE STOLEN,VEHICLE - STOLEN
925883,BURGLARY,BURGLARY FROM VEHICLE
84463,ASSAULT,BATTERY - SIMPLE ASSAULT
533308,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
36277,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
824018,VEHICLE STOLEN,VEHICLE - STOLEN
217022,ASSAULT,OTHER ASSAULT
173033,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
176054,BURGLARY,BURGLARY
362557,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
247055,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
606345,ASSAULT,BATTERY - SIMPLE ASSAULT
368987,CONTEMPT OF COURT,CONTEMPT OF COURT
98086,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
263215,ASSAULT,BATTERY - SIMPLE ASSAULT
235964,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
148181,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
955058,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
720756,THEFT,"BUNCO, GRAND THEFT"
640760,VEHICLE STOLEN,VEHICLE - STOLEN
682518,BURGLARY,BURGLARY FROM VEHICLE
574098,VEHICLE STOLEN,VEHICLE - STOLEN
873767,VEHICLE STOLEN,BIKE - STOLEN
497346,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
154151,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
276551,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
535914,ASSAULT,BATTERY - SIMPLE ASSAULT
201889,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
211985,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
743142,THEFT,"BUNCO, GRAND THEFT"
904165,VEHICLE STOLEN,VEHICLE - STOLEN
343771,BURGLARY,BURGLARY FROM VEHICLE
37384,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
99822,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
768003,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
942231,VEHICLE STOLEN,VEHICLE - STOLEN
449024,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
87056,VEHICLE STOLEN,VEHICLE - STOLEN
653665,THEFT,THEFT OF IDENTITY
555789,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
889040,FIREARMS SHOTS,DISCHARGE FIREARMS/SHOTS FIRED
789093,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
689907,VEHICLE STOLEN,VEHICLE - STOLEN
302868,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
965847,ASSAULT,BATTERY - SIMPLE ASSAULT
214758,VEHICLE STOLEN,VEHICLE - STOLEN
407070,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
88637,THEFT,"BUNCO, GRAND THEFT"
857608,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
53684,ROBBERY,ROBBERY
244309,THEFT,SHOPLIFTING-GRAND THEFT ($950.01 & OVER)
605252,BURGLARY,BURGLARY
239808,BURGLARY,BURGLARY
280693,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
822646,ASSAULT,BATTERY - SIMPLE ASSAULT
594296,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
736578,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
800892,VEHICLE STOLEN,VEHICLE - STOLEN
591213,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
182183,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
61285,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
25280,BURGLARY,BURGLARY
261771,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
594036,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
270262,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
731929,BURGLARY,BURGLARY
41207,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
504222,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
93978,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
819474,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
260721,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
966031,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
971297,ASSAULT,BATTERY - SIMPLE ASSAULT
35685,BURGLARY,BURGLARY
778925,VEHICLE STOLEN,VEHICLE - STOLEN
405893,VEHICLE STOLEN,VEHICLE - STOLEN
689224,ASSAULT,BATTERY - SIMPLE ASSAULT
695945,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
285254,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
644565,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
733018,VIOLATION OF RESTRAINING ORDER,VIOLATION OF COURT ORDER
218542,CRIME ON CHILD,CHILD NEGLECT (SEE 300 W.I.C.)
743806,VEHICLE STOLEN,VEHICLE - ATTEMPT STOLEN
324854,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
148325,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
623339,BURGLARY,BURGLARY
661320,BURGLARY,BURGLARY
59193,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
795311,BURGLARY,BURGLARY FROM VEHICLE
659569,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
911495,TRESPASSING,TRESPASSING
82284,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
891454,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
671793,VEHICLE STOLEN,VEHICLE - STOLEN
15974,SEXUAL CRIME,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ"
61676,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
556138,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
38108,BURGLARY,BURGLARY
177729,THEFT,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)"
746627,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
618022,ASSAULT,BATTERY - SIMPLE ASSAULT
439432,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
850261,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
687625,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
760247,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
938528,THEFT,THEFT OF IDENTITY
187961,ROBBERY,ROBBERY
696855,ROBBERY,ROBBERY
510933,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
370553,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
846051,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
513938,BURGLARY,BURGLARY FROM VEHICLE
370271,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
69735,THEFT,THEFT OF IDENTITY
2310,BURGLARY,BURGLARY
144212,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
360612,ASSAULT,BATTERY - SIMPLE ASSAULT
251275,ASSAULT,BATTERY - SIMPLE ASSAULT
160374,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
397790,ASSAULT,BATTERY - SIMPLE ASSAULT
268401,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
167892,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
61975,THEFT,THEFT OF IDENTITY
708911,ROBBERY,ROBBERY
25559,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
780866,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
387554,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
929103,BURGLARY,BURGLARY FROM VEHICLE
977941,BRANDISH WEAPON,BRANDISH WEAPON
460354,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
928610,THEFT,THEFT OF IDENTITY
662091,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
575636,SEXUAL CRIME,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE
411174,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
638729,HUMAN TRAFFICKING,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE
678195,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
753896,KIDNAPPING,KIDNAPPING - GRAND ATTEMPT
432521,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
734569,VEHICLE STOLEN,VEHICLE - STOLEN
166395,BURGLARY,BURGLARY
184168,ROBBERY,ROBBERY
941106,VEHICLE STOLEN,VEHICLE - STOLEN
536294,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
416336,ASSAULT,BATTERY - SIMPLE ASSAULT
554670,SEXUAL CRIME,INDECENT EXPOSURE
793637,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
914085,THEFT,THEFT OF IDENTITY
292208,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
176978,VIOLATION OF RESTRAINING ORDER,VIOLATION OF RESTRAINING ORDER
386216,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
576378,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
977761,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
960216,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
387233,THEFT,THEFT OF IDENTITY
925986,BURGLARY,BURGLARY
578284,ASSAULT,BATTERY - SIMPLE ASSAULT
287941,BURGLARY,BURGLARY
222540,VEHICLE STOLEN,VEHICLE - STOLEN
382164,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
229119,ASSAULT,BATTERY - SIMPLE ASSAULT
436658,FRAUD,"BUNCO, PETTY THEFT"
203873,ROBBERY,ROBBERY
873423,ASSAULT,BATTERY - SIMPLE ASSAULT
753814,BURGLARY,BURGLARY
691091,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
826763,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
497892,VEHICLE STOLEN,VEHICLE - STOLEN
523375,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
613111,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
761606,ASSAULT,BATTERY - SIMPLE ASSAULT
967431,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
350724,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
582546,VEHICLE STOLEN,VEHICLE - STOLEN
214261,VEHICLE STOLEN,VEHICLE - STOLEN
832663,ROBBERY,ROBBERY
162690,BURGLARY,BURGLARY FROM VEHICLE
497142,BURGLARY,BURGLARY
325112,VEHICLE STOLEN,VEHICLE - STOLEN
719381,TRESPASSING,TRESPASSING
585288,VEHICLE STOLEN,VEHICLE - STOLEN
369721,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
212108,ROBBERY,ROBBERY
617423,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
53638,ASSAULT,BATTERY - SIMPLE ASSAULT
643104,VEHICLE STOLEN,VEHICLE - STOLEN
925607,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
127866,ASSAULT,OTHER ASSAULT
720290,VEHICLE STOLEN,VEHICLE - STOLEN
57088,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
772233,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
283964,ASSAULT,BATTERY - SIMPLE ASSAULT
540330,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
775519,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
285872,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
188946,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
952218,ROBBERY,ROBBERY
976162,ASSAULT,BATTERY - SIMPLE ASSAULT
781117,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
14443,ASSAULT,BATTERY - SIMPLE ASSAULT
559378,ROBBERY,ROBBERY
140195,THEFT,THEFT OF IDENTITY
64195,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
310247,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
690995,ASSAULT,OTHER ASSAULT
480644,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
761656,THEFT,SHOPLIFTING-GRAND THEFT ($950.01 & OVER)
700815,SEXUAL CRIME,"RAPE, FORCIBLE"
608770,ASSAULT,BATTERY - SIMPLE ASSAULT
204688,THEFT,THEFT OF IDENTITY
478719,ROBBERY,ROBBERY
350499,ASSAULT,OTHER ASSAULT
727590,VEHICLE STOLEN,VEHICLE - STOLEN
640352,BURGLARY,BURGLARY
781310,RESISTING ARREST,RESISTING ARREST
292404,ROBBERY,ROBBERY
609661,ASSAULT,BATTERY - SIMPLE ASSAULT
109517,VEHICLE STOLEN,VEHICLE - STOLEN
555975,THEFT,THEFT OF IDENTITY
694147,ASSAULT,BATTERY - SIMPLE ASSAULT
324936,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
141341,THEFT,THEFT OF IDENTITY
402847,SEXUAL CRIME,BATTERY WITH SEXUAL CONTACT
38136,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
484890,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
213643,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
353672,ASSAULT,BATTERY POLICE (SIMPLE)
287579,VEHICLE STOLEN,VEHICLE - STOLEN
642487,THEFT,THEFT OF IDENTITY
945334,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
798371,VEHICLE STOLEN,VEHICLE - STOLEN
782423,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
105722,VANDALISM,VANDALISM - MISDEAMEANOR ($399 OR UNDER)
516584,THEFT,THEFT OF IDENTITY
376686,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
540558,FRAUD,"BUNCO, PETTY THEFT"
526150,THEFT,THEFT OF IDENTITY
82157,THEFT,THEFT OF IDENTITY
341292,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
66526,BURGLARY,BURGLARY FROM VEHICLE
662149,ROBBERY,ROBBERY
772721,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
111632,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
635298,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
54494,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
749156,VEHICLE STOLEN,VEHICLE - STOLEN
550877,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
229049,BURGLARY,BURGLARY
864861,THEFT,THEFT OF IDENTITY
616758,CONTEMPT OF COURT,CONTEMPT OF COURT
525978,THEFT,SHOPLIFTING - PETTY THEFT ($950 & UNDER)
945110,VEHICLE STOLEN,"VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)"
971816,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
503698,SEXUAL CRIME,OTHER MISCELLANEOUS CRIME
937999,ROBBERY,ROBBERY
327437,THEFT,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD"
332190,BURGLARY,BURGLARY FROM VEHICLE
215980,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
25212,ASSAULT,BATTERY - SIMPLE ASSAULT
434874,BURGLARY,BURGLARY
247186,THEFT,THEFT OF IDENTITY
605511,BRANDISH WEAPON,BRANDISH WEAPON
588119,ASSAULT,BATTERY - SIMPLE ASSAULT
751864,BURGLARY,BURGLARY
773525,THEFT,THEFT OF IDENTITY
754438,TRESPASSING,TRESPASSING
668946,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
54961,VEHICLE STOLEN,BIKE - STOLEN
131547,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
585705,"TELEPHONE CALLS, LEWD OR THREATENING","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD"
462481,VEHICLE STOLEN,VEHICLE - STOLEN
517188,THEFT,THEFT OF IDENTITY
818466,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
626504,THEFT,THEFT OF IDENTITY
312524,VEHICLE STOLEN,BIKE - STOLEN
31282,CRIMINAL THREATS - NO WEAPON DISPLAYED,CRIMINAL THREATS - NO WEAPON DISPLAYED
395793,VEHICLE STOLEN,VEHICLE - STOLEN
826042,VEHICLE STOLEN,VEHICLE - STOLEN
612844,THEFT,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)
210753,VEHICLE STOLEN,VEHICLE - STOLEN
492333,BRANDISH WEAPON,BRANDISH WEAPON
209317,TRESPASSING,TRESPASSING
20560,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
281971,VEHICLE STOLEN,VEHICLE - STOLEN
784339,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
236398,VEHICLE STOLEN,VEHICLE - STOLEN
462555,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
814651,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
803109,ROBBERY,ATTEMPTED ROBBERY
692569,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
169108,ASSAULT,BATTERY - SIMPLE ASSAULT
103836,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
474955,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
965368,ASSAULT,BATTERY - SIMPLE ASSAULT
37044,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
771330,BURGLARY,BURGLARY FROM VEHICLE
464404,CONTEMPT OF COURT,CONTEMPT OF COURT
771320,ASSAULT,INTIMATE PARTNER - AGGRAVATED ASSAULT
63634,ROBBERY,ROBBERY
555718,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
768485,VEHICLE STOLEN,VEHICLE - STOLEN
934829,VEHICLE STOLEN,VEHICLE - STOLEN
714702,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
237931,TRESPASSING,TRESPASSING
177662,VANDALISM,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)"
692717,VEHICLE STOLEN,VEHICLE - STOLEN
456192,BURGLARY,BURGLARY FROM VEHICLE
746969,VEHICLE STOLEN,VEHICLE - STOLEN
121531,ASSAULT,OTHER ASSAULT
618354,VEHICLE STOLEN,VEHICLE - STOLEN
525270,ROBBERY,ROBBERY
917271,THEFT,THEFT PLAIN - PETTY ($950 & UNDER)
426027,BURGLARY,BURGLARY FROM VEHICLE
912190,VEHICLE STOLEN,VEHICLE - STOLEN
664369,THEFT,THEFT OF IDENTITY
175276,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
475938,VEHICLE STOLEN,VEHICLE - STOLEN
103780,THEFT,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)
102669,ASSAULT,INTIMATE PARTNER - SIMPLE ASSAULT
529846,THEFT,THEFT OF IDENTITY
865426,THEFT,"THEFT, PERSON"
145062,BURGLARY,BURGLARY FROM VEHICLE
390475,ASSAULT,BATTERY - SIMPLE ASSAULT
295652,ASSAULT,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT"
544840,BURGLARY,BURGLARY
